capture_id,image_path_rel,question__species,is_empty
KGA_S1#A01#1#31,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0056.JPG,gemsbokoryx,0
KGA_S1#A01#1#31,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0057.JPG,gemsbokoryx,0
KGA_S1#A01#1#32,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0058.JPG,gemsbokoryx,0
KGA_S1#A01#1#32,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0059.JPG,gemsbokoryx,0
KGA_S1#A01#1#32,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0060.JPG,gemsbokoryx,0
KGA_S1#A01#1#33,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0061.JPG,gemsbokoryx,0
KGA_S1#A01#1#33,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0062.JPG,gemsbokoryx,0
KGA_S1#A01#1#33,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0063.JPG,gemsbokoryx,0
KGA_S1#A01#1#34,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0064.JPG,gemsbokoryx,0
KGA_S1#A01#1#34,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0065.JPG,gemsbokoryx,0
KGA_S1#A01#1#34,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0066.JPG,gemsbokoryx,0
KGA_S1#A01#1#35,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0067.JPG,gemsbokoryx,0
KGA_S1#A01#1#35,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0068.JPG,gemsbokoryx,0
KGA_S1#A01#1#35,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0069.JPG,gemsbokoryx,0
KGA_S1#A01#1#36,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0070.JPG,birdother,0
KGA_S1#A01#1#36,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0071.JPG,birdother,0
KGA_S1#A01#1#36,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0072.JPG,birdother,0
KGA_S1#A01#1#37,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0073.JPG,birdother,0
KGA_S1#A01#1#37,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0074.JPG,birdother,0
KGA_S1#A01#1#37,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0075.JPG,birdother,0
KGA_S1#A01#1#38,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0076.JPG,blank,1
KGA_S1#A01#1#38,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0077.JPG,blank,1
KGA_S1#A01#1#38,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0078.JPG,blank,1
KGA_S1#A01#1#39,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0079.JPG,blank,1
KGA_S1#A01#1#39,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0080.JPG,blank,1
KGA_S1#A01#1#39,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0081.JPG,blank,1
KGA_S1#A01#1#40,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0082.JPG,blank,1
KGA_S1#A01#1#40,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0083.JPG,blank,1
KGA_S1#A01#1#40,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0084.JPG,blank,1
KGA_S1#A01#1#41,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0085.JPG,blank,1
KGA_S1#A01#1#41,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0086.JPG,blank,1
KGA_S1#A01#1#41,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0087.JPG,blank,1
KGA_S1#A01#1#42,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0088.JPG,gemsbokoryx,0
KGA_S1#A01#1#42,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0089.JPG,gemsbokoryx,0
KGA_S1#A01#1#42,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0090.JPG,gemsbokoryx,0
KGA_S1#A01#1#43,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0091.JPG,gemsbokoryx,0
KGA_S1#A01#1#43,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0092.JPG,gemsbokoryx,0
KGA_S1#A01#1#43,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0093.JPG,gemsbokoryx,0
KGA_S1#A01#1#44,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0094.JPG,blank,1
KGA_S1#A01#1#44,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0095.JPG,blank,1
KGA_S1#A01#1#44,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0096.JPG,blank,1
KGA_S1#A01#1#45,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0097.JPG,blank,1
KGA_S1#A01#1#45,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0098.JPG,blank,1
KGA_S1#A01#1#45,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0099.JPG,blank,1
KGA_S1#A01#1#46,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0100.JPG,blank,1
KGA_S1#A01#1#46,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0101.JPG,blank,1
KGA_S1#A01#1#46,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0102.JPG,blank,1
KGA_S1#A01#1#47,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0103.JPG,blank,1
KGA_S1#A01#1#47,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0104.JPG,blank,1
KGA_S1#A01#1#47,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0105.JPG,blank,1
KGA_S1#A01#1#48,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0106.JPG,blank,1
KGA_S1#A01#1#48,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0107.JPG,blank,1
KGA_S1#A01#1#48,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0108.JPG,blank,1
KGA_S1#A01#1#49,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0109.JPG,blank,1
KGA_S1#A01#1#49,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0110.JPG,blank,1
KGA_S1#A01#1#49,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0111.JPG,blank,1
KGA_S1#A01#1#50,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0112.JPG,blank,1
KGA_S1#A01#1#50,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0113.JPG,blank,1
KGA_S1#A01#1#50,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0114.JPG,blank,1
KGA_S1#A01#1#51,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0115.JPG,blank,1
KGA_S1#A01#1#51,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0116.JPG,blank,1
KGA_S1#A01#1#51,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0117.JPG,blank,1
KGA_S1#A01#1#52,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0118.JPG,jackalblackbacked,0
KGA_S1#A01#1#53,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0119.JPG,blank,1
KGA_S1#A01#1#53,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0120.JPG,blank,1
KGA_S1#A01#1#53,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0121.JPG,blank,1
KGA_S1#A01#1#54,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0122.JPG,blank,1
KGA_S1#A01#1#54,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0123.JPG,blank,1
KGA_S1#A01#1#54,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0124.JPG,blank,1
KGA_S1#A01#1#55,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0125.JPG,blank,1
KGA_S1#A01#1#55,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0126.JPG,blank,1
KGA_S1#A01#1#55,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0127.JPG,blank,1
KGA_S1#A01#1#56,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0128.JPG,birdother,0
KGA_S1#A01#1#56,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0129.JPG,birdother,0
KGA_S1#A01#1#56,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0130.JPG,birdother,0
KGA_S1#A01#1#57,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0131.JPG,gemsbokoryx,0
KGA_S1#A01#1#57,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0132.JPG,gemsbokoryx,0
KGA_S1#A01#1#57,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0133.JPG,gemsbokoryx,0
KGA_S1#A01#1#58,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0134.JPG,foxcape,0
KGA_S1#A01#1#59,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0135.JPG,blank,1
KGA_S1#A01#1#59,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0136.JPG,blank,1
KGA_S1#A01#1#59,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0137.JPG,blank,1
KGA_S1#A01#1#60,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0138.JPG,birdother,0
KGA_S1#A01#1#60,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0139.JPG,birdother,0
KGA_S1#A01#1#60,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0140.JPG,birdother,0
KGA_S1#A01#1#61,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0141.JPG,blank,1
KGA_S1#A01#1#61,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0142.JPG,blank,1
KGA_S1#A01#1#61,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0143.JPG,blank,1
KGA_S1#A01#1#62,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0144.JPG,blank,1
KGA_S1#A01#1#62,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0145.JPG,blank,1
KGA_S1#A01#1#62,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0146.JPG,blank,1
KGA_S1#A01#1#63,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0147.JPG,blank,1
KGA_S1#A01#1#63,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0148.JPG,blank,1
KGA_S1#A01#1#63,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0149.JPG,blank,1
KGA_S1#A01#1#64,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0150.JPG,blank,1
KGA_S1#A01#1#64,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0151.JPG,blank,1
KGA_S1#A01#1#64,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0152.JPG,blank,1
KGA_S1#A01#1#65,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0153.JPG,blank,1
KGA_S1#A01#1#65,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0154.JPG,blank,1
KGA_S1#A01#1#65,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0155.JPG,blank,1
KGA_S1#A01#1#66,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0156.JPG,blank,1
KGA_S1#A01#1#67,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0157.JPG,harecape,0
KGA_S1#A01#1#68,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0158.JPG,birdother,0
KGA_S1#A01#1#68,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0159.JPG,birdother,0
KGA_S1#A01#1#68,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0160.JPG,birdother,0
KGA_S1#A01#1#69,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0161.JPG,blank,1
KGA_S1#A01#1#69,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0162.JPG,blank,1
KGA_S1#A01#1#69,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0163.JPG,blank,1
KGA_S1#A01#1#70,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0164.JPG,blank,1
KGA_S1#A01#1#70,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0165.JPG,blank,1
KGA_S1#A01#1#70,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0166.JPG,blank,1
KGA_S1#A01#1#71,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0167.JPG,blank,1
KGA_S1#A01#1#71,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0168.JPG,blank,1
KGA_S1#A01#1#71,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0169.JPG,blank,1
KGA_S1#A01#1#72,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0170.JPG,blank,1
KGA_S1#A01#1#72,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0171.JPG,blank,1
KGA_S1#A01#1#72,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0172.JPG,blank,1
KGA_S1#A01#1#73,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0173.JPG,blank,1
KGA_S1#A01#1#73,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0174.JPG,blank,1
KGA_S1#A01#1#73,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0175.JPG,blank,1
KGA_S1#A01#1#75,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0177.JPG,reptilesamphibians,0
KGA_S1#A01#1#75,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0178.JPG,reptilesamphibians,0
KGA_S1#A01#1#75,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0179.JPG,reptilesamphibians,0
KGA_S1#A01#1#76,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0180.JPG,birdother,0
KGA_S1#A01#1#76,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0181.JPG,birdother,0
KGA_S1#A01#1#76,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0182.JPG,birdother,0
KGA_S1#A01#1#77,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0183.JPG,blank,1
KGA_S1#A01#1#77,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0184.JPG,blank,1
KGA_S1#A01#1#77,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0185.JPG,blank,1
KGA_S1#A01#1#78,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0186.JPG,blank,1
KGA_S1#A01#1#78,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0187.JPG,blank,1
KGA_S1#A01#1#78,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0188.JPG,blank,1
KGA_S1#A01#1#79,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0189.JPG,blank,1
KGA_S1#A01#1#79,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0190.JPG,blank,1
KGA_S1#A01#1#79,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0191.JPG,blank,1
KGA_S1#A01#1#80,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0192.JPG,blank,1
KGA_S1#A01#1#80,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0193.JPG,blank,1
KGA_S1#A01#1#80,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0194.JPG,blank,1
KGA_S1#A01#1#81,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0195.JPG,blank,1
KGA_S1#A01#1#81,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0196.JPG,blank,1
KGA_S1#A01#1#81,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0197.JPG,blank,1
KGA_S1#A01#1#82,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0198.JPG,blank,1
KGA_S1#A01#1#82,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0199.JPG,blank,1
KGA_S1#A01#1#82,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0200.JPG,blank,1
KGA_S1#A01#1#83,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0201.JPG,blank,1
KGA_S1#A01#1#83,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0202.JPG,blank,1
KGA_S1#A01#1#83,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0203.JPG,blank,1
KGA_S1#A01#1#84,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0204.JPG,blank,1
KGA_S1#A01#1#84,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0205.JPG,blank,1
KGA_S1#A01#1#84,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0206.JPG,blank,1
KGA_S1#A01#1#85,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0207.JPG,blank,1
KGA_S1#A01#1#85,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0208.JPG,blank,1
KGA_S1#A01#1#85,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0209.JPG,blank,1
KGA_S1#A01#1#86,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0210.JPG,blank,1
KGA_S1#A01#1#86,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0211.JPG,blank,1
KGA_S1#A01#1#86,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0212.JPG,blank,1
KGA_S1#A01#1#87,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0213.JPG,jackalblackbacked,0
KGA_S1#A01#1#87,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0214.JPG,jackalblackbacked,0
KGA_S1#A01#1#87,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0215.JPG,jackalblackbacked,0
KGA_S1#A01#1#88,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0216.JPG,ostrich,0
KGA_S1#A01#1#88,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0217.JPG,ostrich,0
KGA_S1#A01#1#88,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0218.JPG,ostrich,0
KGA_S1#A01#1#89,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0219.JPG,ostrich,0
KGA_S1#A01#1#89,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0220.JPG,ostrich,0
KGA_S1#A01#1#89,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0221.JPG,ostrich,0
KGA_S1#A01#1#90,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0222.JPG,ostrich,0
KGA_S1#A01#1#90,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0223.JPG,ostrich,0
KGA_S1#A01#1#90,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0224.JPG,ostrich,0
KGA_S1#A01#1#91,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0225.JPG,ostrich,0
KGA_S1#A01#1#91,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0226.JPG,ostrich,0
KGA_S1#A01#1#91,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0227.JPG,ostrich,0
KGA_S1#A01#1#92,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0228.JPG,ostrich,0
KGA_S1#A01#1#92,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0229.JPG,ostrich,0
KGA_S1#A01#1#92,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0230.JPG,ostrich,0
KGA_S1#A01#1#93,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0231.JPG,ostrich,0
KGA_S1#A01#1#93,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0232.JPG,ostrich,0
KGA_S1#A01#1#93,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0233.JPG,ostrich,0
